0.000000 -65.000000 -80.000000
1.000000 -64.400002 -78.650002
2.000000 -63.830002 -77.367500
3.000000 -63.288502 -76.149124
4.000000 -62.774078 -74.991669
5.000000 -62.285374 -73.892082
6.000000 -61.821106 -72.847481
7.000000 -61.380051 -71.855110
8.000000 -60.961048 -70.912354
9.000000 -60.562996 -70.016739
10.000000 -60.184845 -69.165901
11.000000 -59.825603 -68.357605
12.000000 -59.484322 -67.589722
13.000000 -59.160107 -66.860237
14.000000 -58.852100 -66.167229
15.000000 -58.559494 -65.508865
16.000000 -58.281521 -64.883423
17.000000 -58.017445 -64.289253
18.000000 -57.766571 -63.724792
19.000000 -57.528244 -63.188553
20.000000 -57.301830 -62.679127
21.000000 -57.086739 -62.195171
22.000000 -56.882401 -61.735413
23.000000 -56.688282 -61.298641
24.000000 -56.503868 -60.883709
25.000000 -56.328674 -60.489525
26.000000 -56.162239 -60.115047
27.000000 -56.004128 -59.759296
28.000000 -55.853920 -59.421333
29.000000 -55.711224 -59.100266
30.000000 -55.575661 -58.795254
31.000000 -55.446877 -58.505489
32.000000 -55.324532 -58.230213
33.000000 -55.208305 -57.968704
34.000000 -55.097889 -57.720268
35.000000 -54.992996 -57.484253
35.000000 0.000000 -57.484253
35.000000 -65.000000 -57.484253
36.000000 -64.400002 -57.260040
37.000000 -63.830002 -57.047039
38.000000 -63.288502 -56.844688
39.000000 -62.774078 -56.652454
40.000000 -62.285374 -56.469833
41.000000 -61.821106 -56.296341
42.000000 -61.380051 -56.131523
43.000000 -60.961048 -55.974945
44.000000 -60.562996 -55.826199
45.000000 -60.184845 -55.684887
46.000000 -59.825603 -55.550644
47.000000 -59.484322 -55.423111
48.000000 -59.160107 -55.301956
49.000000 -58.852100 -55.186859
50.000000 -58.559494 -55.077515
51.000000 -58.281521 -54.973640
51.000000 -58.281521 0.000000
51.000000 -58.281521 -65.000000
52.000000 -58.017445 -64.400002
53.000000 -57.766571 -63.830002
54.000000 -57.528244 -63.288502
55.000000 -57.301830 -62.774078
56.000000 -57.086739 -62.285374
57.000000 -56.882401 -61.821106
58.000000 -56.688282 -61.380051
59.000000 -56.503868 -60.961048
60.000000 -56.328674 -60.562996
61.000000 -56.162239 -60.184845
62.000000 -56.004128 -59.825603
63.000000 -55.853920 -59.484322
64.000000 -55.711224 -59.160107
65.000000 -55.575661 -58.852100
66.000000 -55.446877 -58.559494
67.000000 -55.324532 -58.281521
68.000000 -55.208305 -58.017445
69.000000 -55.097889 -57.766571
70.000000 -54.992996 -57.528244
70.000000 0.000000 -57.528244
70.000000 -65.000000 -57.528244
71.000000 -64.400002 -57.301830
72.000000 -63.830002 -57.086739
73.000000 -63.288502 -56.882401
74.000000 -62.774078 -56.688282
75.000000 -62.285374 -56.503868
76.000000 -61.821106 -56.328674
77.000000 -61.380051 -56.162239
78.000000 -60.961048 -56.004128
79.000000 -60.562996 -55.853920
80.000000 -60.184845 -55.711224
81.000000 -59.825603 -55.575661
82.000000 -59.484322 -55.446877
83.000000 -59.160107 -55.324532
84.000000 -58.852100 -55.208305
85.000000 -58.559494 -55.097889
86.000000 -58.281521 -54.992996
86.000000 -58.281521 0.000000
86.000000 -58.281521 -65.000000
87.000000 -58.017445 -64.400002
88.000000 -57.766571 -63.830002
89.000000 -57.528244 -63.288502
90.000000 -57.301830 -62.774078
91.000000 -57.086739 -62.285374
92.000000 -56.882401 -61.821106
93.000000 -56.688282 -61.380051
94.000000 -56.503868 -60.961048
95.000000 -56.328674 -60.562996
96.000000 -56.162239 -60.184845
97.000000 -56.004128 -59.825603
98.000000 -55.853920 -59.484322
99.000000 -55.711224 -59.160107
100.000000 -55.575661 -58.852100
101.000000 -55.446877 -58.559494
102.000000 -55.324532 -58.281521
103.000000 -55.208305 -58.017445
104.000000 -55.097889 -57.766571
105.000000 -54.992996 -57.528244
105.000000 0.000000 -57.528244
105.000000 -65.000000 -57.528244
106.000000 -64.400002 -57.301830
107.000000 -63.830002 -57.086739
108.000000 -63.288502 -56.882401
109.000000 -62.774078 -56.688282
110.000000 -62.285374 -56.503868
111.000000 -61.821106 -56.328674
112.000000 -61.380051 -56.162239
113.000000 -60.961048 -56.004128
114.000000 -60.562996 -55.853920
115.000000 -60.184845 -55.711224
116.000000 -59.825603 -55.575661
117.000000 -59.484322 -55.446877
118.000000 -59.160107 -55.324532
119.000000 -58.852100 -55.208305
120.000000 -58.559494 -55.097889
121.000000 -58.281521 -54.992996
121.000000 -58.281521 0.000000
121.000000 -58.281521 -65.000000
